provider,instance,bench_key,bench_name,unit,avg,min,max,1st_quartile,2nd_quartile,3rd_quartile,iqr,std,cpr,deg,std_perc,grad_std_perc,pqi
egi,T1-1,6157345de84637c53718d2ad44c67ee65c6b3dbd,DISKB THR,MB/s,98.6542817679558,82.08,106.4,96.5,99.18,101.18499999999999,4.684999999999988,3.571653251970144,0.0007224420341697737,0.014153471400489495,0.03620373275202601,0.021599111607081556,0.023985438586532355
egi,T1-2,6157345de84637c53718d2ad44c67ee65c6b3dbd,DISKB THR,MB/s,69.39519337016574,39.379999999999995,99.67999999999999,61.485,69.0,77.46000000000001,15.975000000000009,11.261395941523764,0.0010270451963412372,0.06590181957034899,0.16227919247163944,0.1070425124475637,0.11174117482985071
egi,T2-1,6157345de84637c53718d2ad44c67ee65c6b3dbd,DISKB THR,MB/s,72.03859116022099,30.76,102.5,63.035000000000004,72.24000000000001,81.75,18.714999999999996,13.022449674419887,0.0019787172084330187,0.07369202902294346,0.18077046572796884,0.1186856102476816,0.12438270166619796
egi,T3-1,6157345de84637c53718d2ad44c67ee65c6b3dbd,DISKB THR,MB/s,70.46323204419889,34.84,105.0,62.47,70.23999999999998,79.005,16.534999999999997,12.19432333053579,0.0017740883631563661,0.0693961825690486,0.17305938113776498,0.11476194306025518,0.11907250225568958
egi,T3-2,6157345de84637c53718d2ad44c67ee65c6b3dbd,DISKB THR,MB/s,84.9535635359116,48.74,102.38,77.55000000000001,86.47999999999999,94.91000000000001,17.36,11.279381941985623,0.0014714862425654056,0.05494695264412039,0.13277114546487034,0.09130555640123332,0.09300788483674134
egi,T4-1,6157345de84637c53718d2ad44c67ee65c6b3dbd,DISKB THR,MB/s,85.44096685082873,46.78,103.28,78.21,87.89000000000001,95.27,17.060000000000002,11.26552501376171,0.002926184115361225,0.05424751317910114,0.13185156288587155,0.09147598152628159,0.09252501919708475
egi,T1-1,6b10bb7744ab058af8c49896ff2de9433f360d05,DISK LAT,ms,1.2498020257826887,1.2133333333333332,1.6133333333333333,1.2366666666666666,1.2433333333333334,1.2533333333333332,0.016666666666666607,0.0379496900978732,0.08907588998158379,0.006028182235836152,0.030364561198488373,0.021503443065584715,0.01929872883330308
egi,T1-2,6b10bb7744ab058af8c49896ff2de9433f360d05,DISK LAT,ms,1.2561786372007366,0.6733333333333333,8.573333333333332,1.0799999999999998,1.2466666666666666,1.4100000000000001,0.3300000000000003,0.3635129151424748,0.0895303638305709,0.08027552910329874,0.2893799531191881,0.20540657967161174,0.19168735396469955
egi,T2-1,6b10bb7744ab058af8c49896ff2de9433f360d05,DISK LAT,ms,1.2575046040515654,0.7200000000000001,1.9966666666666668,1.0825,1.2433333333333334,1.4266666666666667,0.34416666666666673,0.24383230224592053,0.17924973627992632,0.07835743123556609,0.1939017173060958,0.13165944524595394,0.1346395312625386
egi,T3-1,6b10bb7744ab058af8c49896ff2de9433f360d05,DISK LAT,ms,1.1993324125230203,0.63,2.1233333333333335,1.0233333333333332,1.2,1.3699999999999999,0.3466666666666667,0.2543706758949619,0.1499261462246777,0.08575481401271845,0.21209355574727237,0.14264825532960118,0.14683220836319733
egi,T3-2,6b10bb7744ab058af8c49896ff2de9433f360d05,DISK LAT,ms,1.9059484346224678,1.2833333333333334,3.5233333333333334,1.6091666666666666,1.85,2.1475,0.5383333333333333,0.38392095972414875,0.23825880191528545,0.08035711759510994,0.20143302554782716,0.13605709118070766,0.13928241144121492
egi,T4-1,6b10bb7744ab058af8c49896ff2de9433f360d05,DISK LAT,ms,1.906574585635359,1.3,3.5566666666666666,1.5924999999999998,1.8499999999999999,2.1433333333333335,0.5508333333333337,0.40503890585105146,0.47667415160221,0.08383033448930258,0.21244325236616626,0.1400546760212744,0.14544275429224773
egi,T1-1,6b15fec1cbb97aa537c29c8bb0adff3235a505e3,NET 4,MiB/s,3.5350207182320443,2.186666666666667,3.94,3.4,3.5700000000000003,3.706666666666667,0.3066666666666671,0.2424239251605485,0.02016169230138062,0.025281151512215057,0.06857779472415398,0.03843211445820752,0.044097020231525515
egi,T1-2,6b15fec1cbb97aa537c29c8bb0adff3235a505e3,NET 4,MiB/s,3.545725138121547,2.19,3.9299999999999997,3.4025,3.5866666666666673,3.7075,0.30500000000000016,0.22810982849542596,0.0201008248591312,0.024100066422250512,0.06433375955821379,0.03662998099364878,0.04168793565803769
egi,T2-1,6b15fec1cbb97aa537c29c8bb0adff3235a505e3,NET 4,MiB/s,3.540204880294659,1.9733333333333334,3.9500000000000006,3.393333333333333,3.5949999999999998,3.716666666666667,0.3233333333333337,0.2530612791120595,0.04026433633641445,0.026248456706491233,0.07148209995433842,0.039698026227160184,0.045809527629329945
egi,T3-1,6b15fec1cbb97aa537c29c8bb0adff3235a505e3,NET 4,MiB/s,3.546521639042357,2.17,3.91,3.4033333333333333,3.5833333333333335,3.7099999999999995,0.3066666666666662,0.22097513882615163,0.03524805787841043,0.024083433691567846,0.062307568179908256,0.031724139798227864,0.03937171388990132
egi,T3-2,6b15fec1cbb97aa537c29c8bb0adff3235a505e3,NET 4,MiB/s,3.5397467771639044,2.0866666666666664,3.9066666666666667,3.393333333333333,3.581666666666667,3.7133333333333334,0.3200000000000003,0.23152132890684637,0.035315520535669,0.024637826822459855,0.06540618396786692,0.03631948825227586,0.042121166347534204
egi,T4-1,6b15fec1cbb97aa537c29c8bb0adff3235a505e3,NET 4,MiB/s,3.5437684162062615,2.0966666666666667,3.9333333333333336,3.4124999999999996,3.575,3.6966666666666668,0.2841666666666671,0.21374980654295347,0.07055088556482245,0.022852622596660124,0.06031709226975411,0.031669548842780164,0.03827975456973147
