bench,a1.large-1,a1.large-2,a1.xlarge-1,m5.large-1,m5.large-2,m5.xlarge-1,A2-1,A2-2,A4-1,B2MS-1,B2MS-2,B4MS-1,e2-t1-1,e2-t1-2,e2-t2-1,n1-t1-1,n1-t1-2,n1-t2-1,T1-1,T1-2,T2-1,T3-1,T3-2,T4-1
CPU DUR,0.34964338313195603,0.3400078101458003,0.31838226829886307,0.17007838442058057,0.17383012383551547,0.12328568921871155,0.4137128549709654,0.34344808503529933,0.3435431634180647,0.17063642699388018,0.17661164996875622,0.1424276802218192,0.19809952236645723,0.19328533406481813,0.1467119629531531,0.20106142794161927,0.1918295488406078,0.14631993198031237,0.3385545429603831,0.2026956520686493,0.16773417219931258,0.19807541449425628,0.32849879278003835,0.29564473102105937
DISKB THR,163.14419235511716,163.56522811344018,166.0296670776818,198.2929716399508,198.4106041923554,203.67363748458703,24.21690058479535,24.843260553129557,24.85600591715978,24.644828614008986,24.62583184257604,24.695888650963614,187.20190597204558,184.37977128335456,189.23590851334168,183.553621346887,176.65987277353693,185.10050825921235,98.65428176795584,69.39519337016576,72.03859116022095,70.46323204419893,84.95356353591161,85.44096685082876
CPU EVENTS,36659.90520756267,36694.942992190714,73884.40184545824,14762.485117139366,14750.268462803142,29581.97093711472,6644.668830409361,13396.866249393493,13343.096646942797,15701.512925981115,15734.800333929634,31178.375296216986,12748.740969927996,12748.994290554834,25426.71927996613,12795.441334180421,12781.425771840553,25485.666425243537,16197.645359116023,16806.378752302026,33398.21778545117,16817.392122467787,16793.571178637216,33054.26579650096
CPU LAT,0.05133579942457868,0.051302918207973704,0.05099054665022604,0.13143033292231818,0.13153308672420916,0.13234689683518325,0.3007407407407412,0.29781174187287823,0.2991962524654842,0.12746150024838562,0.12719141323792504,0.12827980014275564,0.15803049555273052,0.15687420584498063,0.16007623888182726,0.1561372299872933,0.15546649703138296,0.15984752223633827,0.12113720073664884,0.11956721915285465,0.12000460405156577,0.11948434622467799,0.11890883977900543,0.11992173112338884
DISK FILE R,2603.8380517879236,2512.6001561857843,2759.3606329634263,2765.449362926423,2647.6095067817505,2604.9353884093684,206.82129629629634,222.66021834061127,216.63352071005923,767.74780427223,769.1868694096598,769.3121556031402,1540.7253875476474,1594.0928208386292,1601.1815586615844,1678.5868657348583,1778.0669804919405,1671.1352435408735,210.3776795580112,237.58388581952102,236.5685451197051,253.16113720073676,150.87918508287285,151.03887661141806
DISK FILE W,1735.8920961775577,1675.066884504726,1839.573777229758,1843.6329675297975,1765.073004521168,1736.623645704892,137.88089181286546,148.44022319262498,144.42243096646936,511.83188772975683,512.791091234347,512.8749179157744,1027.150194832698,1062.7285684032186,1067.4544091486655,1119.057911901737,1185.378095843936,1114.09029648454,140.25182320441968,158.38931860036817,157.7123388581952,168.77412523020263,100.58597145488014,100.69270257826891
DISK FILE F,5553.713115495272,5359.1118618988885,5885.517151664613,5900.63566378957,5649.233645704899,5558.231331689269,442.23712962962946,476.0443522561862,463.19386094674553,1638.854639841033,1641.9509838998201,1642.2108351177744,3287.889834815754,3401.7732274459954,3416.8639178314297,3582.028356628541,3794.2528710771817,3566.1106099110557,449.7985082872933,507.84108655616876,505.6891022099456,541.0972744014734,322.8933793738495,323.20382136279915
DISK THR R,40.68480476777639,39.2594081381011,43.1150020550761,43.2102507192766,41.368840937114754,40.702050965885796,3.231598440545807,3.479126637554585,3.384817554240631,11.996055638350718,12.018628503279668,12.020506780870807,24.073867005506123,24.90765353663706,25.01851334180431,26.22795002117746,27.782260390161134,26.11150360016941,3.2871685082872806,3.712219152854512,3.696335174953962,3.955814917127071,2.357504604051565,2.3600368324125225
DISK THR W,27.123173037402392,26.17283189478009,28.74330456226884,28.806785861076833,27.579194410193164,27.134730785039046,2.1545906432748563,2.3195827268316336,2.2567258382642996,7.997391952309985,8.012319618366126,8.013854389721624,16.04924184667514,16.605167301990683,16.678983481575617,17.485319779754352,18.521450381679415,17.40766200762389,2.191275322283631,2.4748388581952137,2.464373848987111,2.637044198895025,1.5716344383057073,1.573416206261509
DISK LAT,0.1007398273736127,0.10397451705713084,0.09454582819564424,0.09451294697903899,0.09998355939169755,0.10164406083025139,4.240214424951243,3.6438330907326475,3.689087771203144,0.3431296572280199,0.34224209898628655,0.34212705210563965,0.17103769589157147,0.16596357475645906,0.16490470139771277,0.1580177890724269,0.14884223918575087,0.1586488775942396,1.2498020257826925,1.256178637200737,1.257504604051564,1.1993324125230203,1.9059484346224684,1.9065745856353584
MEM OPS,20957.497538018903,20970.075306206327,36603.57509247842,15614.801989313608,15610.346300863115,29470.99681052197,10537.48088206628,19830.896166909264,19831.1891765286,23442.597665176338,23611.00107930828,38250.499207708795,13392.511397712844,13400.130787801781,25363.84326980093,13437.86630664974,13448.835229007624,25364.279563744203,5687.679760589316,22582.277767034964,34973.98372928177,22536.220750460405,5993.843439226514,7523.419553407008
MEM SPEED,20957.497538018903,20970.075306206327,36603.57509247842,15614.801989313608,15610.346300863115,29470.99681052197,10537.48088206628,19830.896166909264,19831.1891765286,23442.597665176338,23611.00107930828,38250.499207708795,13392.511397712844,13400.130787801781,25363.84326980093,13437.86630664974,13448.835229007624,25364.279563744203,5687.679760589316,22582.277767034964,34973.98372928177,22536.220750460405,5993.843439226514,7523.419553407008
MEM LAT,0.0917016029593109,0.0921208384710247,0.10906288532675694,0.12982737361282262,0.12990957665433517,0.13485819975339136,0.1880068226120869,0.19724890829694366,0.1971104536489157,0.08433184302036745,0.08373881932021433,0.1016202712348324,0.15019483269801132,0.150296484540451,0.15613722998729357,0.14994917407878205,0.15012298558100282,0.1564591274883524,0.3544705340699809,0.09172651933701687,0.11203038674033156,0.0921132596685085,0.33484806629834235,0.4995856353591165
CPU TH LAT,107.71808055898067,107.32531442663388,60.783670365803495,115.56381422112618,115.81109741060429,66.18048910809705,178.17713450292408,85.74781659388643,86.29494082840232,96.8586388474913,97.28389982110912,56.28567451820129,137.9045277424818,137.55869123252853,80.9607369758577,137.22016941973726,136.7624342663274,80.2438754764931,116.60954419889508,74.46680018416203,64.85056169429097,74.23723756906064,111.98213627992625,121.8932458563536
DISK SEEK,na,na,na,277.0490111248459,277.1559950556242,277.17704985578905,313.60667641325523,244.90812712275618,238.4467455621302,377.06825633383,376.41082289803256,270.5894361170592,500.98825074121123,494.8013680643793,478.6688055908516,457.760906395595,435.51040712468193,454.6756670902154,2.0093968692449393,183.39569981583804,194.2434023941066,186.15249079189712,4.164369244935547,3.529079189686925
DISK SEQ R,na,na,na,151.79363411619283,151.76934487021015,151.51427688504327,419.8202631578952,439.9080737506071,445.8229339250491,26.84003974167901,26.830262373285585,38.68836545324762,228.683650995341,228.71202880135422,228.73657348580994,228.73879711986294,228.7765903307878,228.72799661160403,135.9950276243093,121.5475,122.12994935543263,123.55811694290969,107.8896224677716,106.5525138121547
NETB 3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,16.938903225806442,19.251198387096785,20.174090860215042,22.236680645161293,14.889625806451617,15.979961290322573
